	Root.full_L1	Shoot.full_L1	Flower.pre_L1	Flower.early_L1	Flower.mid_L1
gi|351617261|gb|JP471562.1|	211.527130805958	529.518421337403	207.39401340339	331.345832560496	317.301305656015
gi|351608861|gb|JP463163.1|	346.765788206489	370.148799381486	513.320048500344	199.685236841094	479.1678500954
gi|351620097|gb|JP474398.1|	134.082771439843	124.239759051656	122.370414038782	104.231304944527	160.794580568926
gi|351605616|gb|JP459960.1|	1108.49463630008	3310.77537224551	1878.46531680312	1915.6616677173	1986.34905196147
gi|351596522|gb|JP451078.1|	0	1128.43974255883	851.825219802428	1052.18759412422	418.065909479208
gi|351617642|gb|JP471943.1|	1962.69436124873	2161.77180749882	2115.26001409894	2318.32365629248	1791.25162753784
gi|351600861|gb|JP455319.1|	9.24708768550638	23.1342999613429	63.5690462539126	40.5953503468157	85.7571096367607
gi|351596734|gb|JP451289.1|	1976.56499277699	2020.39552995728	1992.88960006016	1878.35783226347	1559.70743151859
gi|351600859|gb|JP455317.1|	0	2.57047777348254	24.6330054233911	0	38.5906993365423
gi|351604096|gb|JP458450.1|	488.93976137115	734.299817291512	463.259424575388	725.230448087708	574.572634566297
gi|351618326|gb|JP472627.1|	263.541999036932	334.16211055273	738.990162701734	477.269659482834	320.517197267393
gi|351601625|gb|JP456067.1|	0	23.991125885837	127.138092507825	36.2066638228356	25.7271328910282
gi|351627642|gb|JP480525.1|	1303.8393636564	1055.60953897683	1216.55262268425	1307.82858414606	1356.03429613128
gi|351609184|gb|JP463485.1|	2.31177192137659	21.4206481123545	40.5252669868693	9.87454467895517	17.1514219273521
gi|351623811|gb|JP478112.1|	0	0	0	8.77737304796016	877.938409906338
gi|351618545|gb|JP472846.1|	224.24187637353	0	10.3299700162608	0	18.2233857978116
gi|351604099|gb|JP458453.1|	202.280043120452	267.329688442184	221.69704881052	156.895543232288	98.6206760822748
gi|351605978|gb|JP460316.1|	0	41.9844703002148	23.8383923452172	52.6642382877609	85.7571096367607
gi|351609710|gb|JP464011.1|	9.24708768550638	88.2530702229005	195.474817230781	35.1094921918406	51.4542657820564
gi|351615250|gb|JP469551.1|	286.659718250698	311.027810591387	415.582639884953	380.718555955272	352.676113381178
gi|351590744|gb|JP449203.1|	786.002453268042	378.717058626427	202.626334934346	285.264624058705	543.485682322971
gi|351625357|gb|JP479658.1|	1388.21903878665	404.421836361253	441.010258386518	610.027426833231	739.655070617061
gi|351600181|gb|JP454653.1|	214.994788688023	6.85460739595344	21.4545531106955	13.1660595719402	35.3748077251638
